Phase,PotPcnt,StackPcnt,BetPcnt,AvgBetAmt,BetAmtStdDev,AIPcnt,FoldPcnt,AvgFoldAmt
RIVER,HIGH,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.8823529411764706,115.33333333333333,165.46285249431534,0.0,0.11764705882352941,50.0
TURN,LOW,LOW,1.0,3179.0,4495.784914784069,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,27.272727272727273,86.24393618641035,0.0,0.09090909090909091,1400.0
PREFLOP,LOW,LOW,0.5757575757575758,330.10526315789474,379.5405664105572,0.0,0.48484848484848486,711.375
PREFLOP,LOW,HIGH,0.8333333333333334,46.8,36.035538014576666,0.0,0.16666666666666666,44.0
PREFLOP,LOW,LOW,0.5714285714285714,7.25,5.356071321407137,0.0,0.7142857142857143,23.8
PREFLOP,LOW,HIGH,0.8333333333333334,28.4,16.353592877407703,0.0,0.16666666666666666,4.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.45454545454545453,455.0,437.7213725647858,0.0,0.6363636363636364,525.0
PREFLOP,LOW,MEDIUM,1.0,550.0,350.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.26666666666666666,312.5,260.70817018267763,0.0,0.7333333333333333,834.0909090909091
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,18.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3617021276595745,331.0,402.37398465782024,0.0,0.7021276595744681,753.8787878787879
PREFLOP,LOW,HIGH,0.75,182.66666666666666,157.80015490768346,0.0,0.25,99.5
PREFLOP,LOW,LOW,0.1,800.0,0.0,0.0,0.9,705.6666666666666
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.2857142857142857,400.0,0.0,0.0,0.7142857142857143,400.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5,760.0,816.6190462306562,0.0,0.5,193.33333333333334
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,1600.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3888888888888889,446.42857142857144,252.9922964060691,0.0,0.6666666666666666,254.16666666666666
FLOP,LOW,LOW,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,300.0
PREFLOP,LOW,MEDIUM,0.75,233.33333333333334,188.56180831641268,0.0,0.25,400.0
FLOP,LOW,MEDIUM,1.0,400.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5833333333333334,311.42857142857144,253.57042253321555,0.0,0.5,200.83333333333334
PREFLOP,LOW,HIGH,0.6666666666666666,500.0,300.0,0.0,0.3333333333333333,200.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.8666666666666667,204.6153846153846,194.68378244714938,0.0,0.13333333333333333,60.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,22.22222222222222,62.853936105470886,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5238095238095238,207.54545454545453,226.58787724788473,0.0,0.5714285714285714,270.8333333333333
PREFLOP,LOW,HIGH,1.0,400.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,128.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5625,205.55555555555554,147.80701465169682,0.0,0.4375,134.28571428571428
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.5555555555555556,497.5,633.2900204487672,0.0,0.4444444444444444,643.75
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,88.88888888888889,251.41574442188355,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,100.0,200.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.9166666666666666,55.0,103.90117682420419,0.0,0.08333333333333333,300.0
PREFLOP,LOW,LOW,0.6511627906976745,723.8214285714286,1076.5367770763614,0.0,0.37209302325581395,1162.75
PREFLOP,LOW,LOW,0.5,490.0,558.7486017879597,0.0,0.5,438.3333333333333
PREFLOP,LOW,MEDIUM,0.5,1600.0,0.0,0.0,0.5,1600.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3333333333333333,500.0,353.5533905932738,0.0,0.8333333333333334,941.2
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.375,1186.6666666666667,500.48865010995894,0.0,0.625,898.0
TURN,LOW,LOW,0.3333333333333333,320.0,0.0,0.0,0.6666666666666666,4063.5
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,1.0,3025.0
FLOP,LOW,LOW,1.0,40.0,69.2820323027551,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.6578947368421053,555.12,981.6718523009613,0.0,0.5,711.578947368421
PREFLOP,LOW,HIGH,1.0,800.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,700.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,2250.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.2,200.0,0.0,0.0,0.8,287.5
TURN,LOW,LOW,1.0,7513.5,5082.5,0.0,0.0,0.0
RIVER,MEDIUM,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,32.4,64.8,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.6190476190476191,664.6153846153846,825.8363162889939,0.0,0.42857142857142855,312.0
PREFLOP,LOW,LOW,0.3333333333333333,300.0,100.0,0.0,0.6666666666666666,1350.0
PREFLOP,LOW,LOW,0.2,400.0,0.0,0.0,1.0,630.0
PREFLOP,LOW,LOW,1.0,120.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,50.0,50.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,1325.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,1062.3333333333333,1502.3662077610181,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.5,75.0
FLOP,LOW,LOW,0.75,0.0,0.0,0.0,0.25,52.0
PREFLOP,LOW,LOW,0.3076923076923077,639.4166666666666,692.5697267343477,0.0,0.7307692307692307,649.6666666666666
PREFLOP,LOW,HIGH,0.0,0.0,0.0,0.0,1.0,15550.0
PREFLOP,LOW,MEDIUM,0.875,154.28571428571428,113.8742593335979,0.0,0.25,225.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.16666666666666666,300.0
PREFLOP,LOW,LOW,0.5416666666666666,415.0,287.44230190262,0.0,0.5,182.16666666666666
RIVER,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,80.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.2857142857142857,140.0,60.0,0.0,0.8571428571428571,966.6666666666666
PREFLOP,LOW,HIGH,1.0,160.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3333333333333333,1138.5714285714287,1286.617143313965,0.0,0.7619047619047619,673.4375
PREFLOP,LOW,HIGH,1.0,640.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.36363636363636365,960.0,1098.3624174196784,0.0,0.6363636363636364,437.14285714285717
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,250.0,250.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.9,0.0,0.0,0.0,0.1,900.0
PREFLOP,LOW,LOW,0.33695652173913043,667.0967741935484,2115.6928149920413,0.0,0.7282608695652174,524.6268656716418
PREFLOP,LOW,HIGH,1.0,160.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.2,437.5,558.3177858531824,0.0,0.85,880.8823529411765
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,478.6666666666667,966.628964782018,0.0,0.0,0.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,114.28571428571429,279.94168488950606,0.0,0.0,0.0
FLOP,LOW,LOW,0.9411764705882353,60.3125,130.6769484023483,0.0,0.11764705882352941,798.0
PREFLOP,LOW,LOW,0.5342465753424658,289.4871794871795,313.89773541262264,0.0,0.589041095890411,599.5116279069767
PREFLOP,LOW,HIGH,0.8,230.0,114.45523142259597,0.0,0.2,791.0
PREFLOP,LOW,LOW,0.3076923076923077,570.25,255.93981226061723,0.0,0.6923076923076923,427.77777777777777
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,566.6666666666666
PREFLOP,LOW,LOW,0.2,300.0,0.0,0.0,0.8,120.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.25,875.625,1124.681725811796,0.0,0.84375,1256.851851851852
FLOP,LOW,LOW,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,250.0
TURN,LOW,MEDIUM,1.0,250.0,250.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.7666666666666667,970.2173913043479,1050.1919475286716,0.0,0.26666666666666666,2353.25
TURN,LOW,LOW,0.9,35.55555555555556,100.56629776875344,0.0,0.2,1987.5
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.6055045871559633,381.1666666666667,398.84038667166595,0.009174311926605505,0.42201834862385323,381.69565217391306
FLOP,LOW,LOW,0.9666666666666667,194.55172413793105,456.5248481515393,0.0,0.1,349.3333333333333
PREFLOP,LOW,HIGH,1.0,320.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,175.0
RIVER,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.6666666666666666,706.5555555555555,392.113252095789,0.0,0.3333333333333333,600.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.9696969696969697,21.875,68.39396446324778,0.0,0.030303030303030304,50.0
PREFLOP,LOW,LOW,0.6964285714285714,359.1794871794872,400.8471076131002,0.0,0.33035714285714285,387.94594594594594
PREFLOP,LOW,HIGH,1.0,400.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4,470.8333333333333,300.1446410575334,0.06666666666666667,0.6,661.1111111111111
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,100.0
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,293.75
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5,300.0,100.0,0.0,0.5,1768.5
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.75,350.0,108.01234497346434,0.0,0.25,200.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,250.0,250.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,700.0
PREFLOP,LOW,LOW,0.5555555555555556,441.48,445.10017928551775,0.0,0.5111111111111111,522.2608695652174
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.42857142857142855,113.33333333333333,33.9934634239519,0.0,0.5714285714285714,141.25
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,0.5,0.0,0.0,0.0,0.5,0.0
FLOP,LOW,LOW,1.0,647.4,1294.7999999999997,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.75,357.57142857142856,642.123157704084,0.0,0.39285714285714285,204.0909090909091
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.3333333333333333,1200.0,400.0,0.0,0.6666666666666666,350.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5714285714285714,212.5,174.55300054711176,0.0,0.5714285714285714,125.0
PREFLOP,LOW,LOW,1.0,97.5,67.5,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,100.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.2222222222222222,350.0,50.0,0.0,0.7777777777777778,555.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.25,1200.0,400.0,0.0,0.75,711.3333333333334
PREFLOP,LOW,MEDIUM,0.7,165.0,193.03959623425894,0.0,0.3,229.66666666666666
TURN,LOW,LOW,1.0,500.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,0.5,0.0,0.0,0.0,0.5,700.0
FLOP,LOW,LOW,1.0,50.0,50.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.18181818181818182,600.0,500.0,0.0,0.8181818181818182,371.6666666666667
PREFLOP,LOW,HIGH,0.6666666666666666,217.5,182.5,0.0,0.3333333333333333,800.0
PREFLOP,LOW,MEDIUM,0.16666666666666666,20.0,0.0,0.0,0.8333333333333334,1172.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,160.0,160.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3488372093023256,569.6666666666666,850.8083737768975,0.0,0.7441860465116279,748.0625
TURN,LOW,LOW,1.0,500.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3333333333333333,375.0,325.0,0.0,0.8333333333333334,155.0
PREFLOP,LOW,LOW,0.6666666666666666,100.0,0.0,0.0,1.0,416.6666666666667
PREFLOP,LOW,MEDIUM,0.5,900.0,0.0,0.0,0.5,200.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.2962962962962963,557.5,388.7721054808331,0.0,0.7777777777777778,1007.1428571428571
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.95,55.26315789473684,161.32244341046425,0.0,0.15,750.0
PREFLOP,LOW,LOW,0.3023255813953488,379.2307692307692,478.42093157720757,0.0,0.7674418604651163,707.6868686868687
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,416.6666666666667,184.08935028645436,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,550.0,952.6279441628825,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.7777777777777778,521.4285714285714,492.7018388851581,0.0,0.2222222222222222,375.0
PREFLOP,LOW,HIGH,0.6666666666666666,1600.0,0.0,0.0,0.3333333333333333,1600.0
FLOP,LOW,LOW,1.0,3237.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,583.3333333333334
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.42857142857142855,53.333333333333336,18.856180831641264,0.0,0.5714285714285714,65.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,25.0,43.30127018922193,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.625,195.0,189.69712702094358,0.0,0.4375,227.14285714285714
PREFLOP,LOW,MEDIUM,0.5,400.0,0.0,0.0,0.5,400.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5714285714285714,408.5,174.42548552318837,0.0,0.42857142857142855,218.33333333333334
PREFLOP,LOW,HIGH,0.0,0.0,0.0,0.0,1.0,3093.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.20833333333333334,506.0,588.8497261610979,0.0,0.8333333333333334,535.75
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.75,200.0,141.4213562373095,0.0,0.5,150.0
TURN,LOW,LOW,1.0,810.3333333333334,1145.984390042998,0.0,0.0,0.0
FLOP,LOW,LOW,0.875,108.85714285714286,208.15339712503823,0.0,0.125,500.0
PREFLOP,LOW,LOW,0.375,387.9583333333333,447.8963309337205,0.0,0.75,566.875
PREFLOP,LOW,HIGH,0.3333333333333333,3200.0,0.0,0.0,0.6666666666666666,1600.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.6666666666666666,1150.0,1025.9142264341594,0.0,0.4444444444444444,575.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,1.0,1450.0,150.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.5,700.0,0.0,0.0,0.5,100.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5454545454545454,381.8333333333333,218.28911766024638,0.0,0.5454545454545454,320.8333333333333
PREFLOP,LOW,MEDIUM,0.3333333333333333,800.0,0.0,0.0,0.6666666666666666,600.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,400.0,400.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.5,75.0
PREFLOP,LOW,LOW,0.2222222222222222,633.3333333333334,1149.6472889059883,0.0,0.8518518518518519,323.30434782608694
PREFLOP,LOW,MEDIUM,0.3333333333333333,1000.0,600.0,0.0,0.6666666666666666,884.25
TURN,HIGH,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,HIGH,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.5,360.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,510.0,631.5589178110516,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4074074074074074,1270.0,2568.1236517950397,0.0,0.6666666666666666,353.6111111111111
PREFLOP,LOW,MEDIUM,0.3333333333333333,100.0,0.0,0.0,0.6666666666666666,3200.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4782608695652174,422.72727272727275,430.83620403901034,0.0,0.5652173913043478,442.3076923076923
PREFLOP,LOW,HIGH,1.0,3200.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,804.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3448275862068966,1110.0,809.2589202474076,0.0,0.7241379310344828,520.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,1200.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,1516.6666666666667
PREFLOP,LOW,MEDIUM,0.5,3240.0,0.0,0.0,0.5,240.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5,872.0,289.7171033957091,0.0,0.5,680.0
TURN,LOW,MEDIUM,1.0,1257.75,2178.4869032197553,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.8461538461538461,947.6363636363636,644.9139861925595,0.0,0.23076923076923078,1266.6666666666667
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,1547.5384615384614,3532.0947285708,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,447.8333333333333,1001.3857759236555,0.0,0.0,0.0
FLOP,LOW,LOW,0.896551724137931,464.5769230769231,868.3634994400463,0.0,0.13793103448275862,915.0
PREFLOP,LOW,LOW,0.5235294117647059,696.7415730337078,906.6447408023117,0.0,0.5705882352941176,693.360824742268
PREFLOP,LOW,HIGH,0.5,12800.0,0.0,0.0,0.5,641.0
PREFLOP,LOW,MEDIUM,0.6666666666666666,90.0,30.0,0.0,0.3333333333333333,80.0
FLOP,LOW,MEDIUM,1.0,100.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5,275.0,0.0,0.0,0.5,10.0
PREFLOP,LOW,LOW,0.2727272727272727,293.3333333333333,247.29649321321878,0.0,0.7272727272727273,183.75
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,150.0
PREFLOP,LOW,MEDIUM,1.0,800.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5,200.0,0.0,0.0,0.5,100.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.5789473684210527,907.2727272727273,850.5943473840235,0.0,0.42105263157894735,743.75
TURN,LOW,LOW,1.0,83.33333333333333,186.33899812498248,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,68.18181818181819,200.8761799453123,0.0,0.13636363636363635,114.0
PREFLOP,LOW,LOW,0.4794520547945205,512.7857142857143,654.1235333931777,0.0,0.6164383561643836,381.75555555555553
PREFLOP,LOW,HIGH,1.0,800.0,0.0,0.0,0.0,0.0
FLOP,HIGH,LOW,0.0,0.0,0.0,1.0,0.0,0.0
PREFLOP,LOW,LOW,0.2,700.0,0.0,0.0,0.8,1181.25
PREFLOP,LOW,MEDIUM,0.5,640.0,0.0,0.0,0.5,400.0
PREFLOP,LOW,LOW,0.5,217.75,246.94166821336572,0.0,0.75,238.33333333333334
FLOP,LOW,LOW,1.0,300.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,HIGH,0.0,0.0,0.0,0.0,1.0,800.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,1.0,600.0
PREFLOP,LOW,LOW,0.5,75.0,25.0,0.0,0.75,241.66666666666666
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.42857142857142855,746.6666666666666,75.42472332656507,0.0,0.5714285714285714,760.0
TURN,LOW,LOW,1.0,75.0,75.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5789473684210527,805.9090909090909,596.911818452495,0.0,0.42105263157894735,1106.25
