Phase,PotPcnt,StackPcnt,BetPcnt,AvgBetAmt,BetAmtStdDev,AIPcnt,FoldPcnt,AvgFoldAmt
FLOP,LOW,LOW,1.0,325.29411764705884,971.0452685095631,0.0,0.058823529411764705,425.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
TURN,MEDIUM,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,MEDIUM,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5540540540540541,563.4878048780488,724.089575443476,0.0,0.5,395.0
PREFLOP,LOW,HIGH,1.0,278.6666666666667,368.67088605180396,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.8,335.0,206.579282601136,0.0,0.2,400.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.7142857142857143,447.0,432.24530072633524,0.0,0.42857142857142855,80.0
PREFLOP,LOW,HIGH,1.0,1280.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.6,1116.6666666666667,487.0546398734153,0.0,0.4,1700.0
TURN,LOW,LOW,0.5,0.0,0.0,0.0,0.5,800.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.2236842105263158,254.7058823529412,235.80569386576647,0.0,0.8157894736842105,963.5645161290323
PREFLOP,LOW,HIGH,0.5,2200.0,0.0,0.0,0.5,2200.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.9230769230769231,286.6666666666667,353.1131389355101,0.0,0.07692307692307693,10.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,71.42857142857143,174.96355305594128,0.0,0.0,0.0
FLOP,LOW,LOW,0.8,0.0,0.0,0.0,0.2,1000.0
PREFLOP,LOW,LOW,0.5365853658536586,449.09090909090907,505.66930525887346,0.0,0.5121951219512195,402.2857142857143
PREFLOP,LOW,HIGH,0.6666666666666666,800.0,0.0,0.0,0.3333333333333333,1600.0
PREFLOP,LOW,MEDIUM,0.75,83.33333333333333,23.570226039551585,0.0,0.5,325.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.25,100.0,0.0,0.0,0.75,175.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.16666666666666666,425.0
PREFLOP,LOW,LOW,0.3548387096774194,814.5454545454545,631.4249921100344,0.0,0.7096774193548387,518.6363636363636
TURN,LOW,LOW,0.5,0.0,0.0,0.5,0.0,0.0
FLOP,LOW,LOW,0.6666666666666666,63.5,63.5,0.3333333333333333,0.0,0.0
PREFLOP,LOW,LOW,0.2,125.0,75.0,0.1,0.8,689.0
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,225.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.8666666666666667,876.4615384615385,805.8494434097395,0.0,0.26666666666666666,843.75
TURN,LOW,HIGH,1.0,1300.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,160.0,320.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.6831683168316832,552.2028985507246,538.7029398313163,0.0,0.36633663366336633,950.5945945945946
FLOP,LOW,LOW,0.9411764705882353,81.25,320.582965080804,0.0,0.11764705882352941,475.0
PREFLOP,LOW,HIGH,1.0,631.25,825.7335753740427,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.6666666666666666,75.0,25.0,0.0,0.3333333333333333,50.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.3,1616.6666666666667,1286.0361149240284,0.0,0.7,253.57142857142858
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,200.0,288.67513459481285,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4307692307692308,518.3928571428571,463.84467376218845,0.0,0.6307692307692307,500.1463414634146
PREFLOP,LOW,HIGH,0.0,0.0,0.0,0.0,1.0,3558.3333333333335
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.7222222222222222,838.4615384615385,831.6234924147433,0.0,0.3333333333333333,333.3333333333333
TURN,LOW,LOW,1.0,30.0,60.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,67.5,153.31748106461964,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5365853658536586,433.34090909090907,598.5729978715977,0.0,0.5609756097560976,574.8913043478261
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,600.0
TURN,LOW,LOW,1.0,360.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,200.0
TURN,LOW,LOW,1.0,50.0,70.71067811865476,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,258.375,367.7852421930494,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.21212121212121213,712.2142857142857,900.9032910340145,0.0,0.8636363636363636,666.7368421052631
PREFLOP,LOW,LOW,0.4,200.0,150.0,0.0,0.8,387.5
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,350.0
PREFLOP,LOW,MEDIUM,1.0,9100.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,2380.0,2380.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.36363636363636365,667.5,552.8731771392062,0.0,0.6363636363636364,782.8571428571429
PREFLOP,LOW,HIGH,1.0,5120.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.75,308.3333333333333,212.9488723196773,0.0,0.25,162.5
TURN,LOW,HIGH,1.0,800.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,1667.6666666666667,3662.343587862225,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,245.5,495.5625591184225,0.0,0.1,900.0
PREFLOP,LOW,LOW,0.5172413793103449,609.3333333333334,703.1378875362135,0.0,0.5517241379310345,1044.75
PREFLOP,LOW,HIGH,0.6666666666666666,200.0,0.0,0.0,0.3333333333333333,400.0
PREFLOP,LOW,LOW,0.5,187.5,89.26785535678563,0.0,0.625,343.6
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,50.0
PREFLOP,LOW,MEDIUM,1.0,900.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,1.0,116.66666666666667,62.36095644623236,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.53125,550.1764705882352,766.9054881024524,0.0,0.46875,500.3333333333333
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.3333333333333333,150.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.1,100.0
PREFLOP,LOW,LOW,0.4457831325301205,233.40540540540542,253.74007337361292,0.0,0.6144578313253012,173.1764705882353
PREFLOP,LOW,HIGH,0.6666666666666666,487.5,181.57298807917437,0.0,0.3333333333333333,1687.5
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.5925925925925926,1202.375,3096.600411640966,0.0,0.5555555555555556,253.06666666666666
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.8333333333333334,80.0,160.0,0.0,0.16666666666666666,100.0
PREFLOP,LOW,LOW,0.2857142857142857,654.1153846153846,1218.2187288421464,0.0,0.7912087912087912,766.6944444444445
PREFLOP,LOW,HIGH,1.0,2560.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,300.0
PREFLOP,LOW,LOW,0.5,80.0,0.0,0.0,1.0,260.0
PREFLOP,LOW,MEDIUM,0.5,133.33333333333334,47.14045207910317,0.0,0.6666666666666666,455.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.6153846153846154,301.25,194.96393897333937,0.0,0.38461538461538464,162.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,548.3333333333334,605.5346581511435,0.0,0.0,0.0
TURN,LOW,LOW,1.0,1913.5,4278.716074945847,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,1000.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,180.0,423.7924020083418,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5161290322580645,462.59375,510.58017608494896,0.0,0.532258064516129,380.75757575757575
PREFLOP,LOW,HIGH,1.0,20.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3157894736842105,406.6666666666667,278.4879809894056,0.0,0.7368421052631579,533.9285714285714
FLOP,LOW,LOW,1.0,50.0,50.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,1.0,500.0,0.0,0.0,0.0,0.0
RIVER,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,700.0,100.0,0.0,0.0,0.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,550.0
PREFLOP,LOW,LOW,0.5416666666666666,394.2307692307692,402.41504671481306,0.0,0.5833333333333334,717.9285714285714
PREFLOP,LOW,HIGH,0.8,200.0,122.47448713915891,0.0,0.2,200.0
PREFLOP,LOW,LOW,0.5,1200.0,400.0,0.0,0.75,1675.3333333333333
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,4928.0,4928.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.8181818181818182,108.33333333333333,175.49928774784243,0.0,0.18181818181818182,100.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4230769230769231,225.45454545454547,113.53722948592167,0.0,0.6346153846153846,252.27272727272728
PREFLOP,LOW,HIGH,1.0,150.0,50.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,200.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3333333333333333,125.0,75.0,0.0,0.6666666666666666,362.5
PREFLOP,LOW,HIGH,0.0,0.0,0.0,0.0,1.0,800.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3333333333333333,100.0,0.0,0.0,0.6666666666666666,380.0
PREFLOP,LOW,MEDIUM,0.3333333333333333,10.0,0.0,0.0,0.6666666666666666,37.5
PREFLOP,LOW,MEDIUM,0.5,100.0,0.0,0.0,0.5,900.0
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,50.0
PREFLOP,LOW,MEDIUM,1.0,133.33333333333334,37.71236166328253,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.6956521739130435,436.5625,430.3730894163226,0.0,0.34782608695652173,275.125
FLOP,LOW,LOW,1.0,533.3333333333334,385.8612300930075,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,800.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,1.0,100.0,0.0,0.0,1.0,650.0
PREFLOP,LOW,MEDIUM,0.4,260.0,60.0,0.0,0.6,273.3333333333333
FLOP,LOW,MEDIUM,1.0,127.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.2,32.5,7.5,0.0,1.0,389.5
PREFLOP,LOW,MEDIUM,0.42857142857142855,615.1666666666666,499.7000489182374,0.0,0.5714285714285714,1862.5
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,400.0,400.0,0.0,0.0,0.0
TURN,LOW,LOW,0.9285714285714286,1302.2307692307693,3400.9100626799686,0.0,0.07142857142857142,800.0
FLOP,LOW,MEDIUM,1.0,782.5,782.5,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,108.42105263157895,247.37066068415027,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.44029850746268656,858.9830508474577,902.6250510392306,0.0,0.6343283582089553,812.7176470588236
PREFLOP,LOW,HIGH,0.6666666666666666,525.0,294.7456530637899,0.0,0.5,1671.0
PREFLOP,LOW,LOW,0.3333333333333333,1200.0,0.0,0.0,0.6666666666666666,300.0
PREFLOP,LOW,MEDIUM,0.5,700.0,0.0,0.0,0.5,1800.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5,525.0,325.0,0.0,0.5,125.0
PREFLOP,LOW,LOW,1.0,50.0,0.0,0.0,1.0,1004.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.2,75.0
PREFLOP,LOW,LOW,0.6666666666666666,70.0,17.320508075688775,0.0,0.3333333333333333,15.0
PREFLOP,LOW,MEDIUM,1.0,475.0,155.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,945.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.75,140.0,129.6148139681572,0.0,0.25,480.0
PREFLOP,LOW,HIGH,1.0,640.0,0.0,0.0,0.0,0.0
RIVER,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.6666666666666666,936.6666666666666,817.591313282838,0.0,0.3333333333333333,250.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,50.0,70.71067811865476,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,725.0,1255.736835487436,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5277777777777778,397.719298245614,534.7257619609987,0.018518518518518517,0.5648148148148148,582.5573770491803
PREFLOP,LOW,HIGH,1.0,64.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,175.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,225.0
PREFLOP,LOW,MEDIUM,0.6666666666666666,80.0,40.0,0.0,0.3333333333333333,40.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.6666666666666666,60.0,50.0,0.0,0.3333333333333333,10.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.2777777777777778,260.0,120.0,0.0,0.8333333333333334,496.6666666666667
PREFLOP,LOW,LOW,1.0,800.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,1.0,80.0,50.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,210.0,170.0,0.0,0.5,480.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,1.0,25.0,15.0,0.0,0.5,350.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3333333333333333,1200.0,1000.0,0.0,0.6666666666666666,134.5
PREFLOP,LOW,LOW,0.25,86.66666666666667,51.85449728701349,0.0,0.9166666666666666,401.8181818181818
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,0.5,0.0,0.0,0.5,0.0,0.0
FLOP,LOW,LOW,0.5,0.0,0.0,0.5,0.0,0.0
PREFLOP,LOW,LOW,0.2857142857142857,725.8333333333334,952.9970997973824,0.047619047619047616,0.7142857142857143,344.0
PREFLOP,LOW,LOW,0.75,377.77777777777777,260.46018154957875,0.0,0.25,450.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,600.0
TURN,LOW,LOW,1.0,3583.3333333333335,5067.59859850359,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,807.4,1253.6901690609207,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.2631578947368421,1698.4,2902.38048964409,0.0,0.8245614035087719,435.468085106383
PREFLOP,LOW,HIGH,0.5,1600.0,0.0,0.0,0.5,1600.0
RIVER,HIGH,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.7272727272727273,487.5,261.904085496962,0.0,0.2727272727272727,366.6666666666667
TURN,HIGH,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4146341463414634,531.3529411764706,724.4262590797565,0.0,0.6097560975609756,537.88
FLOP,LOW,LOW,1.0,112.5,196.4529205687714,0.0,0.0,0.0
PREFLOP,LOW,HIGH,1.0,700.0,173.20508075688772,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.8,511.6666666666667,441.47165506091346,0.0,0.26666666666666666,482.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,0.8333333333333334,100.0,200.0,0.16666666666666666,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.9473684210526315,431.94444444444446,985.5837791900133,0.05263157894736842,0.05263157894736842,250.0
PREFLOP,LOW,LOW,0.6470588235294118,441.6666666666667,572.4080800451809,0.0196078431372549,0.37254901960784315,688.7894736842105
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.7619047619047619,377.75,335.62395251233187,0.0,0.2857142857142857,413.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5365853658536586,479.09090909090907,756.8578531780954,0.0,0.5121951219512195,149.0
PREFLOP,LOW,HIGH,1.0,33.5,14.291605927956452,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5625,172.22222222222223,133.31481352862792,0.0,0.5625,526.6666666666666
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,57.7,73.78624533068478,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,125.0,216.50635094610965,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,17.6,35.2,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.6538461538461539,154.7058823529412,204.2526591967099,0.0,0.38461538461538464,168.2
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.1111111111111111,330.0
PREFLOP,LOW,HIGH,1.0,522.6666666666666,340.9998370804433,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.4,747.75,535.9945778643661,0.0,0.7,471.42857142857144
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.9545454545454546,4.666666666666667,14.386942933928912,0.0,0.09090909090909091,612.0
PREFLOP,LOW,LOW,0.3881578947368421,393.20338983050846,415.0737643106554,0.0,0.743421052631579,481.98230088495575
PREFLOP,LOW,LOW,0.5,546.0,373.0737192566638,0.0,0.5,324.0
PREFLOP,LOW,MEDIUM,1.0,140.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.8,37.5,20.463381929681123,0.0,0.2,40.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.8461538461538461,418.6363636363636,346.7910748372525,0.0,0.15384615384615385,800.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,384.61538461538464,1332.346775052983,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.603448275862069,301.9428571428571,248.49132699520268,0.0,0.41379310344827586,278.0
FLOP,LOW,LOW,0.8888888888888888,82.9375,243.16544490068895,0.0,0.1111111111111111,225.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.7142857142857143,498.0,515.0634912319063,0.0,0.42857142857142855,545.5
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,27.77777777777778,78.56742013183862,0.0,0.1111111111111111,800.0
PREFLOP,LOW,LOW,0.6451612903225806,201.55,178.2737992527225,0.03225806451612903,0.3548387096774194,250.1818181818182
PREFLOP,LOW,HIGH,0.625,688.8,745.6257506282894,0.0,0.375,1120.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.2727272727272727,244.0,464.3059336256645,0.0,0.8181818181818182,290.8333333333333
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,4150.0
PREFLOP,LOW,LOW,0.4,100.0,0.0,0.0,1.0,805.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5,800.0,0.0,0.0,0.5,1054.0
PREFLOP,LOW,MEDIUM,0.5,195.5,129.5,0.0,0.5,71.0
FLOP,LOW,LOW,1.0,250.0,250.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.7333333333333333,278.1818181818182,225.21981915930212,0.0,0.26666666666666666,110.0
PREFLOP,LOW,HIGH,0.8333333333333334,254.4,133.52093468816042,0.0,0.16666666666666666,160.0
PREFLOP,LOW,MEDIUM,0.75,250.0,147.19601443879745,0.0,0.25,200.0
PREFLOP,LOW,LOW,0.6,150.0,141.4213562373095,0.0,0.6,534.6666666666666
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
