Phase	Pot%	Stack%	Check%	Bet%	Call%	Raise%	AvgBetAmt	AvgBetStdDev	AllIn%	Fold%	AvgFoldAmt	cluster
PREFLOP FLOP TURN RIVER	LOW MEDIUM	LOW HIGH MEDIUM	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	1 2 3 4 5
												class
RIVER	LOW	LOW	1.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	0.000000000000000000	0	2
RIVER	LOW	LOW	1.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	0.000000000000000000	0	2
RIVER	LOW	LOW	1.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	0.000000000000000000	0	2
RIVER	LOW	LOW	1.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	0.000000000000000000	0	2
RIVER	LOW	LOW	1.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	0.000000000000000000	0	2
RIVER	LOW	LOW	0.666666686534881590	0.333333343267440800	0.000000000000000000	0.000000000000000000	0.0229885	0	0.0	0.000000000000000000	0	4
RIVER	LOW	LOW	1.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	0.000000000000000000	0	2
RIVER	LOW	LOW	0.000000000000000000	0.000000000000000000	1.000000000000000000	0.000000000000000000	0.0235294	0	0.0	0.000000000000000000	0	1
RIVER	LOW	LOW	1.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	0.000000000000000000	0	2
RIVER	LOW	LOW	1.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	0.000000000000000000	0	2
RIVER	LOW	LOW	1.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	0.000000000000000000	0	2
RIVER	LOW	LOW	1.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	0.000000000000000000	0	2
RIVER	LOW	LOW	1.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	0.000000000000000000	0	2
