Phase	Pot%	Stack%	Check%	Bet%	Call%	Raise%	AvgBetAmt	AvgBetStdDev	AllIn%	Fold%	AvgFoldAmt	cluster
PREFLOP FLOP TURN RIVER	LOW MEDIUM	LOW HIGH MEDIUM	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	1 2
												class
PREFLOP	LOW	LOW	0.000000000000000000	0.066666670143604279	0.000000000000000000	0.000000000000000000	0.000555864	0	0.0	1.000000000000000000	0.00184565	2
PREFLOP	LOW	LOW	0.066666670143604279	0.400000005960464480	0.066666670143604279	0.000000000000000000	0.00176658	0.000993481	0.0	0.800000011920928960	0.00271342	2
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	1.000000000000000000	0.0236486	2
PREFLOP	LOW	LOW	0.055555555969476700	0.166666671633720400	0.111111111938953400	0.000000000000000000	0.00251554	0.00284913	0.0	0.777777791023254390	0.00346737	2
PREFLOP	LOW	LOW	0.200000002980232240	0.200000002980232240	0.400000005960464480	0.000000000000000000	0.00162105	0.00124262	0.0	0.200000002980232240	0.000370989	1
PREFLOP	LOW	LOW	0.083333335816860199	0.250000000000000000	0.333333343267440800	0.000000000000000000	0.00264891	0.00100102	0.0	0.500000000000000000	0.00344541	2
PREFLOP	LOW	LOW	0.031250000000000000	0.218750000000000000	0.281250000000000000	0.000000000000000000	0.00385828	0.00867831	0.0	0.656250000000000000	0.00470594	2
PREFLOP	LOW	LOW	0.044444445520639420	0.211111113429069520	0.266666680574417110	0.044444445520639420	0.0042064	0.00609685	0.0	0.644444465637207030	0.00515274	2
PREFLOP	LOW	LOW	0.067796610295772552	0.254237294197082520	0.203389823436737060	0.000000000000000000	0.00242208	0.00257047	0.0	0.661016941070556640	0.00548412	2
PREFLOP	LOW	LOW	0.000000000000000000	0.500000000000000000	0.500000000000000000	0.000000000000000000	0.000744971	0.000526774	0.0	0.500000000000000000	0.00124224	1
PREFLOP	LOW	LOW	0.000000000000000000	0.571428596973419190	1.000000000000000000	0.000000000000000000	0.00282949	0.00382867	0.0	0.000000000000000000	0	1
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	1.000000000000000000	0.000000000000000000	0.00542742	7.3642e-006	0.0	0.000000000000000000	0	1
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	0.500000000000000000	0.000000000000000000	0.00369686	0	0.0	0.500000000000000000	0.0018315	1
PREFLOP	LOW	LOW	0.079999998211860657	0.280000001192092900	0.159999996423721310	0.000000000000000000	0.00496947	0.006088	0.0	0.680000007152557370	0.00566968	2
PREFLOP	LOW	LOW	0.166666671633720400	0.333333343267440800	0.000000000000000000	0.083333335816860199	0.00307154	0.000909018	0.0	0.583333313465118410	0.00314807	2
PREFLOP	LOW	LOW	0.125000000000000000	0.500000000000000000	0.375000000000000000	0.125000000000000000	0.0013836	0.00148738	0.0	0.250000000000000000	0.000836295	1
PREFLOP	LOW	LOW	0.000000000000000000	0.058823529630899429	0.058823529630899429	0.058823529630899429	0.00659977	0.00424147	0.0	0.882352948188781740	0.00432687	2
PREFLOP	LOW	LOW	0.000000000000000000	0.750000000000000000	0.250000000000000000	0.000000000000000000	0.00588419	0.00729025	0.0	0.750000000000000000	0.00310676	2
PREFLOP	LOW	LOW	0.076923079788684845	0.230769231915473940	0.269230782985687260	0.000000000000000000	0.00370893	0.00323609	0.0	0.576923072338104250	0.00201973	2
PREFLOP	LOW	LOW	0.125000000000000000	0.250000000000000000	0.250000000000000000	0.000000000000000000	0.00305799	0.0035116	0.0	0.500000000000000000	0.00464004	2
PREFLOP	LOW	LOW	0.114285714924335480	0.171428576111793520	0.057142857462167740	0.028571428731083870	0.0042377	0.00333287	0.0	0.685714304447174070	0.00210877	2
PREFLOP	LOW	LOW	0.039999999105930328	0.200000002980232240	0.439999997615814210	0.000000000000000000	0.00176597	0.00242922	0.0	0.560000002384185790	0.00477499	2
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	0.222222223877906800	0.000000000000000000	0.00221849	0.00130795	0.0	0.777777791023254390	0.00571631	2
PREFLOP	LOW	LOW	0.066666670143604279	0.333333343267440800	0.533333361148834230	0.133333340287208560	0.00364975	0.00538337	0.0	0.200000002980232240	0.00196464	1
PREFLOP	LOW	LOW	0.166666671633720400	0.333333343267440800	0.166666671633720400	0.000000000000000000	0.00404737	0.00384187	0.0	0.500000000000000000	0.00137391	2
PREFLOP	LOW	LOW	0.057142857462167740	0.228571429848670960	0.285714298486709590	0.228571429848670960	0.00356453	0.00400497	0.0	0.400000005960464480	0.00487762	1
PREFLOP	LOW	LOW	0.000000000000000000	0.333333343267440800	1.000000000000000000	0.000000000000000000	0.0060315	0.00488691	0.0	0.000000000000000000	0	1
PREFLOP	LOW	LOW	0.000000000000000000	0.500000000000000000	1.000000000000000000	0.000000000000000000	0.00420682	0.00369894	0.0	0.000000000000000000	0	1
PREFLOP	LOW	LOW	0.057971015572547913	0.144927531480789180	0.086956523358821869	0.072463765740394592	0.00171796	0.00175385	0.0	0.739130437374114990	0.00519605	2
PREFLOP	LOW	LOW	0.171428576111793520	0.285714298486709590	0.285714298486709590	0.000000000000000000	0.00375507	0.00329305	0.0	0.371428579092025760	0.00361542	1
PREFLOP	LOW	LOW	0.047619048506021500	0.285714298486709590	0.333333343267440800	0.000000000000000000	0.00358457	0.00294806	0.0	0.571428596973419190	0.00305939	2
PREFLOP	LOW	LOW	0.000000000000000000	0.250000000000000000	0.000000000000000000	0.000000000000000000	0.000588581	0	0.0	1.000000000000000000	0.00238473	2
PREFLOP	LOW	LOW	0.088607594370841980	0.240506336092948910	0.531645596027374270	0.025316456332802773	0.00293245	0.00255296	0.0	0.303797453641891480	0.00555325	1
PREFLOP	LOW	LOW	0.068965516984462738	0.189655169844627380	0.310344815254211430	0.000000000000000000	0.00488468	0.00394526	0.0	0.551724135875701900	0.0040594	2
